,GoodForKids,HasTV,monday,jukebox,Music,HappyHour,wednesday,RestaurantsTableService,RestaurantsCounterService,vegetarian,GoodForMeal,ByAppointmentOnly,sunday,RestaurantsPriceRange2,casual,latenight,RestaurantsReservations,BusinessAcceptsCreditCards,friday,video,DogsAllowed,Ambience,gluten-free,Alcohol,soy-free,hipster,dinner,tuesday,CoatCheck,lot,lunch,vegan,trendy,upscale,BYOBCorkage,dairy-free,classy,GoodForDancing,RestaurantsDelivery,AgesAllowed,Open24Hours,thursday,dj,background_music,karaoke,BYOB,no_music,BusinessAcceptsBitcoin,romantic,BusinessParking,WheelchairAccessible,Caters,live,BestNights,dessert,street,OutdoorSeating,Corkage,garage,breakfast,AcceptsInsurance,NoiseLevel,valet,Smoking,RestaurantsGoodForGroups,WiFi,intimate,RestaurantsAttire,DriveThru,brunch,divey,touristy,kosher,validated,RestaurantsTakeOut,saturday,halal,BikeParking,business_id,stars
5278,False,False,,,,,,,,,,,,1,False,,False,True,,,,,,,,False,,,,,,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,,,False,,,,,,,,False,,False,u'casual',,,False,False,,,True,,,False,168592,1.6315789474
5279,True,False,,,,,,,,,,,,1,False,,False,True,,,,,,'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'loud',False,,False,u'no',False,'casual',,,False,False,,False,True,,,True,38414,4.2666666667
5280,True,False,,,,,,False,,,,,,1,True,True,False,True,,,,,,u'none',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,True,,'quiet',False,,True,u'no',False,u'casual',False,False,False,False,,False,True,,,True,118191,2.8
5281,True,True,,,,,,,,,,,,2,False,,True,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,True,,,,,,,,,,False,,,,,,,False,True,,False,,,u'quiet',False,,True,,False,u'casual',,,False,False,,False,True,,,,160588,2.0
5282,True,False,,,,,,,,,,,,1,False,True,False,True,,,,,,u'none',,False,False,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,True,,u'quiet',False,,True,'no',False,u'casual',,True,True,False,,False,True,,,True,25178,3.3658536585
5283,True,False,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,,,,,False,True,,False,,,u'quiet',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,True,52087,4.5
5284,,,,,,,,,,,,,,,False,,False,,,,,,,,,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,,,,,False,,,False,,,,False,,,,False,,,,False,False,,False,,,,,60727,2.0
5285,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,,,False,False,,,,False,,False,False,,,False,,True,,,,,,,,,,False,,,,,,False,,False,,,False,,,,,True,,False,'casual',,False,False,False,,,True,,,True,5938,2.2142857143
5286,,,,,,,,,,,,,,1,,,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,54919,4.7142857143
5287,True,,,,,,,False,,,,,,1,,False,,,,,,,,u'none',,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,,False,,u'quiet',,,,,,,False,False,,,,,True,,,,176028,3.0
5288,True,False,,,,,,,,,,,,2,True,,True,,,,,,,u'beer_and_wine',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,False,102287,2.4074074074
5289,True,False,,,,,,,,,,,,2,,,False,,,,,,,u'none',,,,,,False,,,,,,,,,False,,,,,,,,,,,,,True,,,,False,True,,False,,,'average',False,,True,'no',,'casual',,,,,,False,True,,,True,182352,4.0
5290,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,True,,False,False,,'average',False,,True,'no',False,'casual',,False,False,False,,False,True,,,True,121127,1.828125
5291,True,True,,,,,,True,,,,,,2,True,False,False,True,,,,,,u'beer_and_wine',,False,False,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,True,,False,False,,'average',False,,True,'no',False,u'casual',,False,False,False,,False,True,,,True,173375,3.8378378378
5292,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,,,False,,,,,,,,,,,False,True,,,False,94638,3.0
5293,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,u'free',,,,,,,,,True,,,,83380,4.1379310345
5294,True,True,,,,,,,,,,,,1,True,,False,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,,,,,,,,,,,False,,,True,,,,False,True,,False,,,u'quiet',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,,58684,2.8571428571
5295,True,False,,,,,,False,,,,,,1,False,,True,,,,False,,,u'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,True,True,,,,True,False,,False,,,,False,,False,u'free',False,'casual',,,,False,,False,True,,,True,140237,4.0
5296,True,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,'beer_and_wine',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,u'casual',False,False,False,False,,False,True,,,True,48218,3.2181818182
5297,True,True,,,,,,True,,,,,,2,True,False,True,True,,,,,,u'beer_and_wine',,False,True,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,True,False,,False,False,,'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,False,51251,3.375
5298,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,'none',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,u'average',False,,True,'no',False,u'casual',,False,False,False,,False,True,,,True,72972,3.168
5299,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,'loud',False,,True,u'free',False,'casual',True,False,False,False,,False,True,,,True,44458,1.8260869565000002
5300,True,False,,,,,,,,,,,,2,False,False,True,,,,,,,u'full_bar',,False,True,,,False,True,,False,False,,,True,,True,,,,,,,,,,False,,,False,,,False,False,True,,False,False,,u'average',False,,True,'no',False,u'casual',,False,False,False,,False,True,,,True,41797,3.1909090909
5301,True,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,True,,False,False,,u'average',False,,True,,False,'casual',False,False,False,False,,False,True,,,True,157617,2.6
5302,True,True,,,,,,,,,,,,1,True,False,True,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,28443,4.0762331839
5303,True,False,,,,,,,,,,,,2,False,False,False,True,,,,,,u'none',,False,False,,,True,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,True,,False,False,,,False,,True,'free',False,u'casual',,False,False,False,,False,True,,,False,10394,2.5
5304,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,False,,,,,,,,,,,,,,,,,,,,,,175218,2.6666666667000003
5305,True,,,,,,,,,,,,,1,False,,False,True,,,,,,,,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,False,False,,False,,,,False,,True,'free',False,'casual',,,False,False,,False,True,,,,83016,2.0
5306,True,,,,,,,,,,,,,2,,,False,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,84308,3.9090909091
5307,True,True,,,,,,False,,,,,,1,True,False,False,True,,,,,,'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,True,False,True,,False,False,,'average',False,,True,u'no',False,'casual',True,False,False,False,,False,True,,,True,14377,4.2307692308
5308,True,False,,,,,,,,,,,,1,False,,False,,,,,,,'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,'average',False,,False,u'no',False,u'casual',,,False,False,,False,True,,,True,29900,3.8928571429
5309,True,True,,,,,,,,,,,,1,True,,True,True,,,,,,u'beer_and_wine',,False,,,,True,,,False,False,,,False,,True,,,,,,,,,,False,,,,,,,False,False,,False,,,u'quiet',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,,39681,3.3541666667
5310,True,,,,,,,,,,,,,1,,,False,True,,,,,,u'none',,,,,,False,,,,,,,,,False,,,,,,,,,,,,,,,,,False,False,,False,,,,False,,True,,,'casual',,,,,,False,True,,,,183882,4.0
5311,True,False,,,,,,True,,,,,,1,True,False,False,True,,,False,,,u'beer_and_wine',,False,True,,,True,True,,True,False,,,False,,False,,,,,,,,,,False,,True,False,,,False,False,False,,False,False,,u'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,False,56717,4.4733395697
5312,True,True,,,,,,,,,,,,1,True,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,True,,False,,,u'average',False,,True,'free',False,u'casual',,,False,False,,False,True,,,True,42732,3.55
5313,True,,,,,,,,,,,,,1,,,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,True,,,,,,,,,,,,,True,u'free',,'casual',,,,,,,True,,,,129793,3.5
5314,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,True,u'no',,,,,,,,,False,,,,121214,4.4
5315,False,True,,False,,,,,,,,,,2,True,True,True,,,False,,,,u'full_bar',,True,False,,,False,False,,False,False,,,False,,False,,,,False,False,False,,False,,False,,,False,True,,False,True,True,,False,False,,u'loud',False,,True,u'free',False,u'casual',,False,,False,,False,False,,,True,130635,4.03125
5316,True,,,,,,,,,,,,,2,False,,,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,,,,,,,,,,False,,,,,,,False,True,,False,,,,False,,False,,False,u'casual',,,False,False,,False,,,,,50881,2.3333333333
5317,True,False,,,,,,False,,,,,,1,False,False,False,True,,,,,,u'beer_and_wine',,False,False,,,True,True,,False,False,,,False,,False,,,,,,,,,False,False,,,True,,,False,False,True,,False,False,,,False,,False,'no',False,'casual',,False,False,False,,False,True,,,True,6483,3.25
5318,True,True,,,,,,,,,,,,1,True,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,,False,False,,False,,,u'average',False,,True,'no',False,u'casual',,,False,False,,False,True,,,True,30940,4.0
5319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109329,4.45
5320,,,,,,,,,,,,,,,,False,,,,,,,,u'full_bar',,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,,,,,,,,False,,,,,,,,,153686,3.7
5321,True,False,,,,,,,,,,,,1,False,False,False,,,,,,,,,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,False,,False,False,,,False,,True,,False,u'casual',,False,,False,,False,True,,,True,152243,2.4
5322,True,False,,,,,,,,,,,,1,False,,False,,,,,,,u'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,False,False,,False,,,u'average',False,,True,'no',False,'casual',,,False,False,,False,True,,,False,65772,3.4615384615
5323,True,False,,,,,,False,,,,,,2,False,False,False,,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,,False,,True,'free',False,'casual',False,False,False,False,,False,True,,,True,61605,2.75
5324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66899,3.0
5325,True,False,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,True,,False,,,u'average',False,,True,'no',False,u'casual',,,False,False,,False,True,,,True,20924,3.525
5326,True,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,u'quiet',False,,True,'no',False,'casual',,False,False,False,,False,True,,,True,34751,3.4473684211
5327,True,True,,,,,,,,,,,,2,True,,True,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,True,130330,3.408045977
5328,True,,,,,,,,,,,,,1,,False,True,True,,,,,,,,,False,,,,False,,,,,,,False,False,,,,,,,,,,,,,,,,False,,,,,False,,,,,True,,,u'casual',,False,,,,,True,,,,127424,2.4
5329,True,False,,,,,,,,,,,,2,True,False,False,True,,,,,,u'none',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,True,False,,u'loud',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,112345,3.8765432099
5330,True,False,,,,,,True,,,,,,2,False,False,True,,,,,,,u'full_bar',,False,True,,,True,False,,False,False,,,False,,True,,,,,,,,,,True,,,True,,,False,False,False,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,False,138468,3.3939393939
5331,True,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,True,True,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,189203,2.3275862069
5332,True,False,,,,,,False,,,,,,1,False,False,False,True,,,,,,'none',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,'average',False,,False,'no',False,'casual',,False,False,False,,False,True,,,True,154998,4.3541666667
5333,True,True,,,,,,False,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,'quiet',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,8182,3.3544303797
5334,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,True,,u'average',False,,True,u'free',False,u'casual',,True,False,False,,False,True,,,False,136806,2.8932038835
5335,True,False,,,,,,,,,,,,2,False,,False,True,,,,,,,,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,,,,,True,False,,False,,,u'quiet',False,,True,,False,u'casual',,,False,False,,False,True,,,,2998,3.1875
5336,True,False,,,,,,,,,,,,2,False,,False,True,,,,,,'none',,False,,,,,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,,False,,,,,,,,True,'no',False,'casual',,,False,False,,,True,,,False,13722,2.16
5337,True,,,,,,,False,,,,,,1,False,False,False,True,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,,41944,1.75
5338,False,True,,False,,,,True,,,,,,2,True,True,False,,,False,,,,u'beer_and_wine',,False,True,,False,False,False,,False,False,,,False,False,True,,,,False,True,False,,False,,False,,,,False,,False,False,False,,False,False,,u'average',False,u'no',True,'no',False,u'casual',,False,,False,,False,True,,,False,104090,3.4901960784
5339,True,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,'beer_and_wine',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,100153,3.3125
5340,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,False,,,,48464,3.4
5341,True,True,,,,,,,,,,,,2,False,,False,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'average',False,,True,u'paid',False,u'casual',,,False,False,,False,True,,,False,126741,4.7142857143
5342,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51545,1.0833333333
5343,True,True,,,,True,,True,,,,,,2,True,False,True,True,,,True,,,'full_bar',,False,True,,,True,True,,False,False,,,False,,True,,,,,,,,,False,False,,True,True,,,False,False,True,,False,False,,u'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,97779,3.6
5344,False,False,False,False,,False,False,True,,,,,False,2,True,False,True,,True,False,,,,'full_bar',,False,True,False,False,False,False,,True,False,,,False,False,False,,,True,False,True,False,,,,False,,,True,False,,False,True,False,,False,False,,u'average',False,u'no',True,'free',False,'casual',,False,,False,,False,True,True,,True,87179,3.7419354839
5345,False,False,,,,,,,,,,,,3,False,,True,True,,,,,,'full_bar',,False,,,,False,,,True,False,,,False,,False,,,,,,,,,,False,,,True,,,,False,False,,True,,,u'average',False,,True,u'paid',False,'dressy',,,False,False,,False,True,,,,82235,3.5714285714000003
5346,,True,,,,,,,,,,,,1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,54202,3.0
5347,True,True,,,,,,,,,,,,2,False,,False,,,,,,,,,False,,,,,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,,False,,,,,,,,True,,False,'casual',,,,False,,,True,,,,47308,2.6666666667000003
5348,True,False,,,,,,,,,,,,2,False,False,False,True,,,,,,'none',,False,False,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,False,,False,False,,'average',False,,True,'no',False,u'casual',,False,False,False,,False,True,,,True,87804,2.7647058824
5349,True,False,,,,,,,,,,,,1,True,,False,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'quiet',False,,False,u'no',False,u'casual',,,False,False,,False,True,,,False,66089,4.2549019608
5350,True,False,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,,False,False,,False,,,u'average',False,,False,u'paid',False,u'casual',,,False,False,,False,True,,,,164204,2.6923076923
5351,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,'average',False,,True,'no',False,u'casual',True,False,False,False,,False,True,,,False,101916,2.0666666667
5352,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,85353,3.3333333333
5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161296,3.75
5354,True,False,,,,,,True,,,,,,2,False,False,True,True,,,,,,u'full_bar',,False,True,,,False,True,,False,True,,,False,,False,,,,,,,,,,False,,True,False,,,True,False,False,,True,False,,'loud',False,,True,u'free',False,'casual',,False,False,True,,False,True,,,False,157029,3.4226804124
5355,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,'none',,False,False,,,,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,,False,,,False,,,,,True,'no',False,'casual',,False,False,False,,,True,,,True,19022,2.4117647059
5356,True,False,,,,,,False,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,,,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,,,True,,,,,,,,False,,False,'casual',,,False,False,,,True,,,True,106812,2.7
5357,,,,,,,,,,,,,,,,False,,,,,,,,,,,False,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,,,False,,,,,,,False,,,,False,,,,,175462,1.5
5358,False,,,,,,,,,,,,,2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,u'free',,,,,,,,,,,,,171838,2.7049689441
5359,True,True,,,,,,,,,,,,1,,,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,True,'no',,u'casual',,,,,,,True,,,False,173136,4.0
5360,True,False,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,,False,False,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,True,156877,1.6666666667
5361,True,False,,,,,,,,,,,,2,,,False,True,,,,,,,,,,,,False,,,,,,,,,True,,,,,,,,,,,,,,,,,False,True,,False,,,u'average',False,,False,u'no',,u'casual',,,,,,False,True,,,,77388,3.3
5362,,False,,,,,,,,,,,,,False,,,True,,,,,,,,False,,,,,,,False,False,,,False,,,,,,,,,,,,False,,,,,,,,False,,,,,,,,,,False,u'casual',,,False,False,,,True,,,,7020,2.6666666667000003
5363,True,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,u'casual',,,,,,,True,,,,75620,2.4166666667
5364,True,False,,,,,,,,,,,,,False,False,True,,,,,,,,,False,False,,,,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,,,,,False,,,,,True,,False,,,False,,False,,,True,,,,145005,4.46
5365,True,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,False,,,,,,,,,False,,,,,,,,,,,,,,,,,False,False,,False,,,,False,,,,,'casual',,,,,,False,True,,,False,100369,4.3333333333
5366,True,False,,,,,,,,,,,,2,False,False,False,True,,,,,,,,False,False,,,,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,,False,,,False,,,,,True,,False,'casual',,False,False,False,,,True,,,True,88265,1.5384615385
5367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21617,1.0
5368,False,True,,,,,,,,,,,,2,False,,True,,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,,,,,True,False,,False,,,'loud',False,,True,u'free',False,u'casual',,,False,True,,False,True,,,True,68381,3.1176470588
5369,True,False,,,,,,,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,False,False,,False,False,,,False,,True,,,,,,,,,,False,,,False,,,False,True,False,,False,False,,u'quiet',False,,True,u'no',False,'casual',,False,False,False,,False,True,,,True,90601,3.175
5370,True,,,,,,,,,,,,,2,,,False,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,,,,False,,True,,,'casual',,,,,,False,True,,,,159827,4.5714285714
5371,True,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,False,True,,True,False,,,False,,False,,,,,,,,,,False,,,True,,,False,True,False,,False,False,,u'average',False,,True,'no',False,'casual',,False,False,False,,False,True,,,True,52113,3.7741935484
5372,True,True,False,False,,,False,,,,,,False,2,True,False,True,True,False,False,,,,u'full_bar',,False,True,False,,True,True,,False,False,,,False,,True,,,False,False,False,False,,False,,False,,,True,False,,False,False,True,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,False,,True,172642,3.3154362416
5373,True,False,False,False,,True,True,True,,,,,False,2,False,False,True,True,True,False,,,,u'beer_and_wine',,False,False,False,False,False,True,,False,False,,,False,False,False,,,False,False,False,False,,,,False,,True,True,False,,False,True,True,,True,False,,u'quiet',False,,True,u'free',False,'casual',,False,False,False,,False,True,True,,True,162973,4.275
5374,False,False,,,,,,,,,,,,3,False,,True,True,,,,,,'full_bar',,False,,,,False,,,False,True,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'average',False,,True,u'no',False,'casual',,,False,False,,False,False,,,False,6172,3.5593220339
5375,True,True,False,,,True,False,True,,,,,False,2,True,True,False,True,False,,,,,u'beer_and_wine',,False,True,False,False,True,False,,False,False,,,False,False,True,,,False,False,,,,,,False,,,False,,,False,False,False,,False,False,,u'average',False,u'outdoor',True,u'free',False,u'casual',,False,False,False,,False,True,True,,False,55814,3.2315789474
5376,False,False,,,,,,,,,,,,1,,,False,True,,,,,,u'none',,,,,,True,,,,,,,,,True,,,,,,,,,,,,,False,,,,False,False,,False,,,u'quiet',False,,False,u'free',,u'casual',,,,,,False,True,,,True,172482,3.4375
5377,True,True,,,,,,,,,,,,2,True,False,False,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,49466,4.0
5378,True,False,,,,,,,,,,,,2,False,,True,,,,,,,u'none',,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,,,,,False,False,,False,,,'average',False,,True,'no',False,'casual',,,False,False,,False,True,,,True,130467,3.0909090909
5379,True,False,,,,,,True,,,,,,1,True,False,True,,,,False,,,u'beer_and_wine',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,False,True,,,False,True,False,,False,False,,u'quiet',False,,True,'free',False,'casual',,False,False,False,,False,True,,,True,73403,4.1076923077
5380,True,False,,,,,,True,,,,,,1,True,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,True,,False,,,'average',False,,True,'no',False,u'casual',,,False,False,,False,True,,,True,143499,2.6333333333
5381,False,,,,,,,,,,,,,,,False,False,True,,,,,,,,,False,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,False,,,,,,,,,,False,,,,,True,,,,183020,2.5
5382,True,False,,,,,,,,,,,,2,False,,,,,,,,,u'beer_and_wine',,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,,,,,False,True,,False,,,u'very_loud',False,,False,u'no',False,u'casual',,,False,False,,False,True,,,True,35319,3.4545454545
5383,True,True,,,,,,True,,,,,,2,True,False,True,,,,,,,,,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,True,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,,False,,False,True,,,True,22768,3.7435897436000003
5384,True,,,,,,,False,,,,,,,False,False,False,,,,,,,,,False,False,,,,False,,False,False,,,False,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,,,,False,,,False,False,False,,,True,,,,140739,2.6666666667000003
5385,True,,,,,,,,,,,,,3,,False,False,True,,,,,,,,,False,,,True,False,,,,,,,,False,,,,,,,,,,,,True,True,,,False,False,True,,False,False,,,False,,True,,,'casual',,False,,,,False,True,,,True,160730,3.8188405797
5386,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,'quiet',False,,False,'no',False,'casual',,False,False,False,,False,True,,,False,24678,1.8333333333000001
5387,True,True,,,,,,,,,,,,2,False,,True,,,,,,,u'beer_and_wine',,,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'very_loud',False,,True,u'no',False,u'casual',,,,False,,False,True,,,,49380,2.5
