,GoodForKids,HasTV,perms,monday,jukebox,extensions,Music,HappyHour,wednesday,kids,RestaurantsTableService,RestaurantsCounterService,vegetarian,GoodForMeal,ByAppointmentOnly,sunday,RestaurantsPriceRange2,casual,latenight,RestaurantsReservations,BusinessAcceptsCreditCards,friday,video,DogsAllowed,Ambience,gluten-free,Alcohol,soy-free,hipster,dinner,tuesday,CoatCheck,lot,lunch,vegan,trendy,upscale,BYOBCorkage,dairy-free,classy,GoodForDancing,curly,RestaurantsDelivery,AgesAllowed,Open24Hours,thursday,dj,background_music,karaoke,BYOB,no_music,BusinessAcceptsBitcoin,romantic,BusinessParking,WheelchairAccessible,Caters,live,BestNights,coloring,dessert,street,OutdoorSeating,Corkage,garage,breakfast,AcceptsInsurance,NoiseLevel,valet,Smoking,RestaurantsGoodForGroups,WiFi,intimate,RestaurantsAttire,DriveThru,brunch,divey,touristy,kosher,validated,RestaurantsTakeOut,saturday,halal,BikeParking,business_id,stars
6547,False,True,,False,False,,,True,False,,True,,,,,False,2,False,False,True,,False,False,,,,'none',,False,False,False,,False,False,,False,False,,,False,False,,False,,,False,True,False,False,,False,,False,,,,False,,,False,False,True,,False,False,,u'loud',False,,True,'free',False,'casual',,False,False,False,,False,True,True,,True,66383,3.064516129
6548,True,True,,,,,,,,,False,,,,,,2,False,False,True,True,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,,True,,,,,,,,,,False,,,True,,,,False,False,False,,False,False,,'quiet',False,,False,'free',False,'casual',,False,False,False,,False,True,,,True,146377,3.1111111111
6549,True,True,,,False,,,False,,,,,,,,,2,False,False,False,True,,False,,,,u'beer_and_wine',,False,True,,,True,True,,False,False,,,False,False,,False,,,,False,False,False,,False,,False,,,,False,,,True,False,True,,False,False,,,False,,True,u'free',False,'casual',,False,False,False,,False,True,,,,164820,3.380952381
6550,True,,,,,,,,,,,,,,,,,False,,False,True,,,,,,,,False,,,,,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,,False,,,,,,,,True,,False,,,,False,False,,,,,,,89438,2.6875
6551,True,True,,False,False,,,False,False,,,,,,,False,2,True,False,False,True,False,False,,,,u'beer_and_wine',,False,True,False,False,True,True,,False,False,,,False,False,,True,,,False,False,False,False,,False,False,False,,,True,False,,,False,False,True,,False,True,,u'average',False,u'no',True,u'free',False,u'casual',,True,False,False,,False,True,False,,True,15489,3.7966101695
6552,True,True,,,,,,,,,,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,False,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,False,26015,3.1081081081
6553,True,,,,,,,,,,,,,,,,2,True,,False,True,,,,,,'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,False,,False,,,,False,,True,,False,'casual',,,False,False,,False,False,,,,92107,3.2307692308
6554,False,False,,,False,,,True,,,True,,,,,,2,False,False,False,,,False,False,,,'beer_and_wine',,False,False,,False,,False,,False,False,,,False,True,,False,,,,False,True,False,,False,,False,,False,False,False,,,False,,False,,,False,,,,u'no',True,u'free',False,'casual',,False,False,False,,,True,,,True,56750,4.0
6555,True,True,,False,False,,,False,False,,True,,,,,False,2,True,False,False,True,True,False,False,,,u'full_bar',,False,True,False,False,False,True,,False,False,,,False,False,,False,,,False,False,False,False,,False,False,False,,True,True,False,,,True,True,True,,False,False,,u'average',False,u'no',True,'free',False,'casual',,False,False,False,,False,True,False,,True,188357,4.2429906542
6556,False,False,,,,,,,,,True,,,,,,2,False,False,True,,,,False,,,u'full_bar',,False,True,,,False,False,,True,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,True,True,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,,False,,False,False,,,True,120298,4.3660714286
6557,True,True,,,,,,,,,True,,,,,,1,False,False,True,True,,,False,,,u'none',,False,False,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,True,False,,,,False,False,False,,False,True,,u'average',False,,False,u'free',False,u'casual',False,False,True,False,,False,True,,,True,4895,3.65
6558,,True,,,,,,True,,,True,,,,,,,False,False,False,True,,,False,,,u'full_bar',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,True,,,,,False,False,False,,False,False,,,False,u'outdoor',,u'free',False,,,False,False,False,,False,True,,,True,18196,4.2352941176
6559,True,False,,,,,,,,,False,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,u'average',False,,True,u'no',False,u'casual',True,False,False,False,,False,True,,,True,116884,3.475
6560,True,True,,,,,,,,,,,,,,,2,True,False,True,,,,,,,u'beer_and_wine',,False,True,,,True,True,,False,False,,,False,,,True,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,,False,,False,True,,,True,40432,2.6206896552
6561,False,True,,,,,,,,,,,,,,,1,False,,False,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,True,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,True,86193,3.55
6562,True,False,,,,,,,,,,,,,,,2,True,False,False,True,,,,,,u'beer_and_wine',,False,False,,,True,False,,False,False,'yes_free',,False,,,False,,,,,,,,,,False,,,False,,,,False,False,True,False,False,True,,u'average',False,u'no',True,u'free',False,u'casual',,True,False,False,,False,True,,,True,23133,3.9975429975
6563,False,True,,,,,,,,,,,,,,,3,False,False,True,True,,,,,,u'full_bar',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,True,,,,,False,True,True,,True,False,,u'average',True,,True,'no',False,u'dressy',,False,False,False,,False,False,,,False,158386,3.7647058824
6564,True,True,,,False,,,,,,True,,,,,,2,False,False,True,,,False,,,,u'full_bar',,False,False,,,False,True,,False,False,,,False,,,False,,,,True,False,False,,False,,False,,,,False,,,False,False,False,,False,False,,u'average',False,u'no',True,'free',False,'casual',,False,,False,,False,True,,,,85164,4.3571428571
6565,False,True,,False,False,,,,False,,,,,,,True,2,True,False,True,True,False,False,,,,u'full_bar',,False,True,False,,True,False,,False,False,,,False,False,,False,,,False,False,True,False,,False,,False,,,True,False,,,False,False,True,,False,False,,u'quiet',False,,True,u'free',False,u'casual',,False,False,False,,False,True,False,,True,41838,3.2
6566,,,,,,,,True,,,True,,,,,,,,False,True,,,,,,,u'full_bar',,,False,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,,,False,,,,,,,False,,,,False,,,,,25600,4.0
6567,True,True,,,,,,,,,True,,,,,,2,True,False,False,True,,,,,,'beer_and_wine',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,False,82105,4.3465608466
6568,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21819,4.2222222222
6569,True,True,,False,True,,,True,False,,True,,,,,False,2,False,False,True,True,True,False,,,,u'full_bar',,False,False,False,True,False,False,,False,False,,,True,True,,True,,,True,False,False,False,,False,,True,,True,True,True,,,True,False,True,,False,False,,u'loud',False,u'yes',True,u'free',True,u'casual',,False,False,True,,False,True,True,,True,355,3.4444444444
6570,True,True,,,,,,False,,,,,,,,,,False,,True,,,,,,,,,False,,,,,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,True,,False,,,,,False,,,False,,,,188158,4.25
6571,True,True,,,False,,,True,,,,,,,,,2,False,False,True,True,,False,,,,'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,False,False,False,,False,,False,,,,True,,,False,False,True,,False,False,,,False,,True,'free',False,,,False,False,False,,False,True,,,,89281,3.68
6572,True,True,,,,,,,,,,,,,,,2,True,False,False,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,False,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,True,126184,3.4
6573,True,True,,,,,,,,,,,,,,,2,False,,True,True,,,,,,'full_bar',,False,,,,,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,,True,,,,,u'average',,,True,u'free',False,'casual',,,False,False,,,True,,,True,79084,2.6315789474
6574,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,104383,2.4
6575,False,True,,,,,,,,,,,,,,,2,False,False,True,True,,,,,,'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,False,,False,False,,'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,40384,3.625
6576,True,True,,,,,,,,,True,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,True,,,,,True,False,False,,False,False,,'loud',False,,True,'free',False,'casual',,False,False,False,,False,True,,,True,99685,3.0676691729
6577,False,True,,,,,,,,,,,,,,,1,True,,True,,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,True,,False,,,u'loud',False,,True,'no',False,u'casual',,,False,False,,False,True,,,False,187051,3.0476190476
6578,True,True,,False,,,,True,False,,True,,,,,False,2,False,False,True,,True,,,,,u'full_bar',,False,False,False,True,True,False,,False,False,,,False,True,,False,,,True,,,,,,,False,,True,False,,,,False,True,True,,False,False,,,False,u'no',True,u'free',False,'casual',,False,,False,,False,True,True,,True,189799,2.25
6579,False,True,,,,,,,,,,,,,,,1,False,,False,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,False,,False,,,u'loud',False,,True,u'free',False,u'casual',,,True,False,,False,False,,,True,186881,4.5365853659
6580,True,True,,,,,,,,,,,,,,,3,True,,True,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'quiet',False,,True,'no',False,'casual',,,False,False,,False,True,,,True,163514,3.5833333333
6581,True,True,,,,,,,,,,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,True,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,True,105413,3.6081081081
6582,True,True,,,,,,,,,True,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,True,False,,,,False,False,True,,False,False,,u'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,187991,3.9850746269
6583,False,True,,False,False,,,True,False,,True,,,,,False,2,True,False,False,True,False,False,,,,u'full_bar',,False,False,False,False,True,False,,False,False,,,False,False,,False,,,False,False,False,False,,False,,False,,,,False,,,False,False,True,,False,False,,u'loud',False,u'yes',True,'free',False,u'casual',,False,False,False,,False,True,False,,True,92130,3.7
6584,True,True,,,,,,,,,,,,,,,1,False,,,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'average',False,,True,,False,u'casual',,,False,False,,False,True,,,,70217,3.0
6585,True,True,,,,,,,,,True,,,,,,2,False,False,True,,,,False,,,u'none',,False,False,,,True,False,,False,False,,,False,,,True,,,,,,,,,,False,,True,True,,,,False,True,False,,False,False,,,False,,True,u'free',False,'casual',,True,False,False,,False,True,,,True,115381,3.1818181818
6586,True,True,,,,,,,,,,,,,,,2,False,False,True,False,,,,,,u'full_bar',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,'casual',,False,False,False,,False,False,,,False,84708,3.75
6587,False,True,,False,False,,,True,False,,True,,,,,False,2,False,False,True,True,True,False,,,,u'full_bar',,False,True,False,True,False,True,,True,True,,,True,False,,False,,,False,False,False,False,,False,,True,,True,False,False,,,True,True,False,,True,True,,'loud',True,u'no',True,u'free',False,'casual',,True,False,False,,False,True,False,,True,67397,3.9111111111
6588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78240,1.0
6589,True,False,,,,,,,,,False,,,,,,1,False,False,False,True,,,,,,'full_bar',,False,False,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,False,,False,False,,'average',False,,True,'no',False,'casual',,False,False,False,,False,True,,,True,46056,3.5641025641
6590,True,True,,,,,,,,,,,,,,,2,False,,False,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,,57655,2.7777777778
6591,True,False,,,,,,,,,,,,,,,2,False,,False,,,,,,,u'none',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'quiet',False,,True,'no',False,u'casual',,,False,False,,False,True,,,False,57911,3.6666666667000003
6592,True,True,,,,,,,,,,,,,,,2,True,,False,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,True,,False,,,u'average',False,,True,u'free',False,'casual',,,False,False,,False,True,,,True,105669,3.2333333333
6593,False,True,,False,False,,,True,False,,True,,,,,False,2,True,True,True,,True,False,False,,,'full_bar',,False,True,False,True,True,True,,False,False,,,False,False,,False,,,True,True,False,False,,,,False,,True,True,True,,,False,False,True,,False,False,,u'average',False,u'no',True,u'free',False,'casual',,False,False,False,,False,True,True,,True,63623,3.1916666667
6594,True,False,,,,,,,,,,,,,,,2,True,,True,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,True,True,,True,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,True,147142,3.3174603175
6595,True,True,,,,,,,,,,,,,,,2,True,,True,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,True,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,,83303,3.8679245283
6596,True,False,,,,,,,,,,,,,,,2,False,,,,,,,,,u'full_bar',,,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,True,True,,False,,,u'average',False,,False,u'free',False,u'casual',,,,False,,False,True,,,,14713,3.7222222222
6597,False,True,,,,,,,,,,,,,,,2,False,,True,True,,,,,,u'full_bar',,False,,,,False,,,True,False,'no',,False,,,False,,,,,,,,,,False,,,False,,,,,True,True,,False,,,u'quiet',False,,True,u'no',True,'casual',,,False,False,,False,False,,,,11461,3.9036144578
6598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152805,4.3333333333
6599,True,True,,,,,,,,,True,,,,,,1,False,False,False,True,,,,,,u'none',,False,False,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,True,,False,False,,u'average',False,,False,u'no',False,'casual',,False,False,False,,False,True,,,True,11207,2.935483871
6600,True,False,,False,False,,,False,False,,False,,,,,False,1,True,False,False,True,False,False,,,,'beer_and_wine',,True,False,False,False,True,True,,False,False,,,False,False,,False,,,False,False,False,False,,False,False,False,,True,False,False,,,False,False,True,,False,True,,'average',False,u'outdoor',True,'free',False,'casual',,True,True,False,,False,True,False,,True,95332,4.3880597015
6601,True,True,,,,,,,,,True,,,,,,2,False,False,True,,,,False,,,u'full_bar',,False,False,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,True,,,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,'casual',,True,False,False,,False,True,,,True,32213,3.4166666667
6602,True,True,,,,,,,,,False,,,,,,2,,False,False,True,,,,,,'none',,,False,,,False,False,,,,,,,,,True,,,,,,,,,,,,,,,,,False,False,False,,False,False,,u'average',False,,True,'free',,u'casual',,False,,,,False,True,,,True,74923,4.2222222222
6603,True,True,,,,,,,,,,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,True,False,,False,False,,u'average',False,,True,'no',False,u'casual',False,False,False,False,,False,True,,,True,178425,3.462585034
6604,True,False,,,,,,,,,True,,,,,,2,True,False,False,,,,,,,'beer_and_wine',,False,False,,,True,False,,False,False,,,False,,,True,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,u'quiet',False,,True,u'no',False,u'casual',,False,,False,,False,True,,,,95351,2.6666666667000003
6605,False,True,,,,,,,,,,,,,,,1,,,False,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,,,,False,,True,,,,,,,,,False,True,,,True,99281,4.0
6606,True,True,,,True,,,True,,,,,,,,,2,False,,False,True,,False,,,,u'full_bar',,False,,,False,True,,,False,False,,,False,False,,False,,,,False,False,False,,False,,False,,,,False,,,,False,False,,False,,,u'average',False,u'no',True,,False,,,,False,False,,False,,,,False,36380,3.5625
6607,True,True,,,,,,,,,,,,,,,1,True,False,False,True,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,False,,False,False,,,False,,True,'free',False,'casual',,False,False,False,,False,True,,,True,169698,3.9
6608,True,False,,,,,,,,,,,,,,,1,True,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,,True,,,,,,,,,,False,,,False,,,,,False,False,,False,,,u'average',False,,False,u'no',False,u'casual',,,False,False,,False,True,,,,48390,2.4237288136
6609,True,True,,False,False,,,True,False,,,,,,,False,2,True,False,True,True,False,False,,,,u'full_bar',,False,True,False,,False,True,,False,False,,,False,,,False,,,False,False,False,False,,False,,False,,,False,False,,,False,True,True,,False,False,,u'loud',False,,True,'free',False,u'casual',,False,False,False,,False,True,False,,True,86694,2.9139072848
6610,False,False,,,,,,,,,,,,,,,3,False,,True,,,,,,,u'full_bar',,False,,,,False,,,True,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,True,True,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,False,,,True,102985,3.5652173913
6611,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,u'loud',,,,u'no',,u'casual',,,,,,,True,,,,115348,2.0
6612,True,True,,,,,,,,,False,,,,,,2,,False,False,True,,,,,,u'none',,,False,,,False,False,,,,,,,,,True,,,,,,,,,,,,,True,,,,False,False,True,,False,False,,u'average',False,,True,'free',,'casual',,False,,,,False,True,,,,83514,3.5833333333
6613,True,True,,,False,,,,,,,,,,,,2,True,False,True,,,False,,,,u'full_bar',,False,True,,False,True,True,,False,False,,,False,False,,False,,,,False,True,False,,False,,False,,,True,False,,,True,False,True,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,,False,,False,True,,,True,184872,3.0434782609
6614,True,False,,,,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,False,,False,True,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,40443,3.0
6615,True,False,,,,,,,,,,,,,,,2,True,False,False,,,,,,,u'full_bar',,False,False,,,False,False,,True,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,True,True,,False,True,,u'average',False,,True,u'free',False,u'casual',,True,,False,,False,True,,,True,184367,4.0714285714
6616,False,True,,False,False,,,,False,,,,,,,True,2,False,False,True,True,True,False,,,,u'full_bar',,False,True,False,,True,True,,True,False,,,False,False,,False,,,False,True,False,False,,False,,False,,,False,False,,,False,True,True,,False,False,,u'loud',False,,True,u'free',False,u'casual',,True,False,False,,False,True,True,,True,86460,3.3456647399
6617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70187,4.5675675676
6618,False,True,,False,False,,,True,False,,False,,,,,False,1,False,True,False,True,True,False,,,,u'full_bar',,False,True,False,,True,True,,False,False,,,False,True,,False,,,True,False,False,False,,False,,False,,,False,True,,,False,False,False,,False,False,,u'very_loud',False,u'yes',True,'free',False,u'casual',,False,True,False,,False,True,False,,True,136062,4.28125
6619,True,False,,,,,,,,,,,,,,,2,False,,True,,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,True,,,,,,,,,,False,,,,,,,,True,True,,False,,,u'very_loud',False,,True,,False,u'casual',,,False,False,,False,False,,,True,49227,2.8333333333
6620,False,True,,,,,,,,,,,,,,,2,False,,True,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,True,,False,,,u'average',False,,True,,False,u'casual',,,False,False,,False,True,,,,164829,2.9130434783
6621,False,False,,,,,,,,,,,,,,,3,False,False,True,,,,,,,u'full_bar',,False,True,,,False,False,,True,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,True,True,,False,False,,u'average',True,,True,u'no',False,u'casual',,False,False,False,,False,False,,,True,75435,3.4016736402
6622,True,False,,,,,,,,,,,,,,,1,True,True,False,True,,,,,,u'none',,False,False,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,False,True,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,155534,3.7808219178
6623,False,True,,False,False,,,True,False,,,,,,,False,2,True,False,False,True,True,False,,,,u'full_bar',,False,True,False,,False,True,,False,False,,,False,,,False,,,True,False,True,False,,False,,False,,,False,False,,,False,True,True,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,True,,True,79182,4.0340909091
6624,True,True,,,,,,,,,,,,,,,2,False,,True,True,,,False,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,,,,,,,,,,False,False,,True,,,,,,False,True,,False,,,u'average',False,,True,'free',False,u'casual',,,False,False,,False,,,,,172995,3.1484375
6625,True,True,,,,,,,,,,,,,,,1,True,,True,True,,,,,,u'beer_and_wine',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,True,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,True,136733,3.8196721311
6626,,False,,,,,,,,,True,,,,,,,,,True,,,,False,,,u'full_bar',,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,,,u'quiet',True,,,,,,,,,,,False,,,,False,878,4.25
6627,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150778,3.5925925926
6628,True,True,,,,,,,,,True,,,,,,2,True,False,False,True,,,False,,,u'beer_and_wine',,False,True,,,False,True,,False,False,,,False,,,False,,,,,,,,,False,False,,True,False,,,,False,False,True,,False,False,,u'average',False,,True,'no',False,u'casual',,False,False,False,,False,True,,,True,61995,3.4479166667
6629,True,False,,,,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,False,False,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,585,3.7857142857
6630,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,False,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,,,False,,,,,,,False,,,,False,,,,,188823,4.4545454545
6631,True,True,,False,False,,,True,True,,,,,,,False,2,True,False,True,,True,False,,,,u'full_bar',,False,True,True,,True,True,,False,False,,,False,,,False,,,False,False,True,False,,False,,False,,,False,False,,,False,False,True,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,False,,False,54179,3.2857142857
6632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u'outdoor',,,,,,,,,,,,,,,50400,5.0
6633,False,True,,,,,,,,,,,,,,,2,True,,False,,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,True,True,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,True,135211,2.2307692308
6634,True,True,,,,,,,,,True,,,,,,2,True,False,True,,,,,,,u'full_bar',,False,False,,,,False,,False,False,,,False,,,True,,,,,,,,,,False,,False,,,,,False,,True,,,False,,u'quiet',,,True,u'free',False,'casual',,False,False,False,,,True,,,True,181986,3.2380952381
6635,True,True,,,False,,,True,,,,,,,,,2,False,False,False,True,,False,,,,'full_bar',,False,False,,,False,False,,False,False,,,False,,,False,,,,False,False,False,,False,,False,,,False,False,,,False,False,False,,False,False,,'average',False,,True,'free',False,'casual',False,False,False,False,,False,True,,,True,151612,2.6153846154
6636,True,True,,,,,,,,,,,,,,,2,True,False,True,True,,,,,,u'beer_and_wine',,False,True,,,False,True,,False,False,,,False,,,False,,,,,,,,,False,False,,,False,,,,False,True,True,,False,False,,u'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,61849,3.3223350254
6637,True,,,,,,,,,,,,,,,,2,,,False,True,,,,,,u'full_bar',,,,,,True,,,,,,,,,,False,,,,,,,,,,,,,,,,,,False,False,,False,,,u'quiet',False,,True,,,u'casual',,,,,,False,True,,,,176433,3.5555555556
6638,True,False,,,,,,,,,False,True,,,,,1,False,False,True,,,,False,,,u'none',,False,False,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,True,False,,,,False,True,True,,False,False,,u'quiet',False,,False,u'free',False,'casual',,False,False,False,,False,True,,,True,167412,4.6739130435
6639,True,True,,,,,,,,,True,,,,,,2,False,False,True,,,,False,,,u'full_bar',,False,False,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,True,False,,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,'casual',,False,False,False,,False,True,,,True,124204,3.0
6640,True,True,,,,,,,,,,,,,,,2,True,,True,,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,True,True,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,True,114352,3.1818181818
6641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u'average',,,,,,,,,,,,,,,,,53491,4.75
6642,False,True,,False,False,,,True,False,,,,,,,False,2,False,False,True,True,True,False,,,,u'full_bar',,False,True,False,False,False,False,,True,False,,,False,,,False,,,False,True,False,False,,False,,False,,,False,True,,,False,True,True,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,True,,True,123195,3.8971061093
6643,False,True,,,,,,,,,,,,,,,2,True,,False,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,False,False,,,True,,,,,True,True,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,True,153732,3.7407407407
6644,False,True,,,,,,,,,True,,,,,,2,False,,False,True,,,,,,u'full_bar',,False,,,False,False,,,True,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,True,True,,False,,,u'average',False,,True,'free',False,u'casual',,,False,False,,False,False,,,True,139719,3.7435897436000003
