,GoodForKids,video,dessert,street,HasTV,OutdoorSeating,monday,GoodForDancing,jukebox,Corkage,DogsAllowed,garage,Music,breakfast,RestaurantsDelivery,AcceptsInsurance,NoiseLevel,HappyHour,valet,Ambience,Smoking,RestaurantsGoodForGroups,gluten-free,AgesAllowed,thursday,Alcohol,WiFi,dj,background_music,wednesday,intimate,karaoke,soy-free,hipster,RestaurantsAttire,BYOB,RestaurantsTableService,dinner,BikeParking,no_music,DriveThru,BusinessAcceptsBitcoin,tuesday,CoatCheck,lot,brunch,live,vegetarian,GoodForMeal,ByAppointmentOnly,romantic,divey,touristy,lunch,RestaurantsPriceRange2,sunday,vegan,casual,kosher,trendy,validated,latenight,BusinessParking,upscale,BYOBCorkage,WheelchairAccessible,RestaurantsTakeOut,RestaurantsReservations,saturday,dairy-free,DietaryRestrictions,BusinessAcceptsCreditCards,halal,friday,Caters,classy,business_id,stars
2836,True,,,True,False,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',,,,,True,,,False,u'casual',,,,,,,,,,False,,,,,,True,False,False,,3,,,False,,False,False,,,False,,,True,True,,,,,,,,False,75319,3.8235294118
2837,True,,False,True,True,True,,,,,True,False,,False,False,,'average',,False,,,True,,,,'full_bar',u'free',,,,True,,,False,'casual',,True,True,False,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,True,True,True,,,,True,,,True,False,61561,4.0106382979
2838,True,,,,False,False,,,,,,,,,True,,u'average',,,,,False,,,,,'free',,,,False,,,False,'casual',,,,,,,,,,,,,,,,False,False,False,,2,,,False,,False,,,,False,,,True,True,,,,True,,,,False,68984,4.5
2839,False,,,False,True,False,,,,,,False,,,False,,u'quiet',,False,,,False,,,,'none',u'no',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,False,,,,True,,,,False,187709,4.3846153846
2840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179821,4.5
2841,True,,False,False,True,False,,,,,,False,,False,True,,u'average',,False,,,True,,,,u'none',u'free',,,,False,,,False,u'casual',,,True,,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,False,,,,True,,,True,False,28816,3.3230769231
2842,True,,,,,,,,,,,,,,False,,,,,,,True,,,,,u'no',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,106123,3.2857142857
2843,False,,,False,,,,,,,,False,,,,,,,False,,,,,,,,,,,,False,,,False,,,,,,,,,,,False,,,,,,False,,False,,,,,False,,False,False,,,False,,,,,,,,,,,,False,181887,2.0
2844,True,,,True,,,,,,,,False,,,True,,,,False,,,True,,,,'none','no',,,,,,,,'casual',,,,True,,,,,,False,,,,,,,,,,1,,,,,,False,,,,,,True,False,,,,True,,,False,,7619,4.5921052632
2845,True,,False,False,True,True,False,False,,,True,False,,False,False,,'average',True,True,,u'outdoor',True,,,False,u'full_bar',u'free',False,,False,True,,,False,'casual',,True,True,True,,,False,False,False,True,False,,,,,False,False,False,True,2,True,,True,,True,False,False,,False,,True,True,True,True,,,True,,True,True,True,179292,3.8695652174
2846,True,,False,False,True,,,,,,,False,,False,False,,u'average',,False,,,False,,,,u'none',,,,,False,,,False,'casual',,False,False,False,,,,,,False,False,,,,,False,,False,False,2,,,False,,False,False,False,,False,,,True,False,,,,,,,,False,21892,4.0
2847,True,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,40151,2.75
2848,,,,False,,,,,,,,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,,True,,,,,,,,,39886,5.0
2849,False,False,False,False,True,True,False,True,False,,False,True,,False,False,,u'very_loud',True,True,,,True,,,False,u'full_bar','free',False,False,False,False,False,,False,'casual',,False,False,False,False,,False,False,False,False,False,False,,,,False,True,False,False,2,False,,False,,False,False,False,,False,,True,False,False,False,,,True,,False,False,False,176687,2.7575757576
2850,True,,,True,False,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,3,,,True,,False,False,,,False,,,True,True,,,,,,,False,False,64608,4.0924369748
2851,True,,False,False,False,False,,,,,,False,,False,False,,u'loud',,False,,,False,,,,u'none','no',,,,False,,,False,'casual',,,False,True,,,,,,False,False,,,,,False,False,False,False,1,,,False,,False,False,False,,False,,,True,False,,,,,,,True,False,16708,3.5294117647
2852,True,,False,True,True,False,,,,,,False,,False,True,,u'quiet',,False,,,True,,,,u'full_bar','free',,,,False,,,False,u'casual',,True,False,True,,,,,,False,False,,,,,False,,False,True,2,,,False,,True,False,True,,False,,True,True,True,,,,,,,False,False,178217,3.0328467153
2853,False,,False,True,False,True,,,,,,False,,False,False,,u'loud',,False,,,False,,,,u'none',u'no',,,,False,,,False,'casual',,False,False,True,,,,,,False,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,True,True,False,,,,True,,,True,False,37279,3.1111111111
2854,True,,False,True,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'none',u'paid',,,,False,,,False,u'casual',,False,False,True,,,,,,False,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,,True,False,,,,,,,,False,144357,4.4642857143
2855,True,,False,True,True,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'none',u'free',,,,False,,,False,u'casual',,True,True,True,,,False,,,True,False,,,,,False,False,False,False,2,,,True,,False,False,False,,False,,True,True,True,,,,True,,,True,False,174506,3.9098360656
2856,False,,False,False,False,False,,,,,,True,,False,False,,u'average',,True,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,True,False,,,,,,False,False,,,,,False,False,False,False,3,,,False,,False,False,False,,False,,,False,True,,,,True,,,False,True,190821,3.9504132231
2857,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,52229,3.75
2858,False,,,True,False,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,False,False,,3,,,False,,False,False,,,False,,,True,True,,,,,,,,False,150669,3.9024390244
2859,False,,False,False,True,False,,,,,,False,,False,False,,,,False,,,False,,,,u'none',u'no',,,,,,,,'casual',,False,False,False,,,,,,True,False,,,,,,,,False,2,,,,,,False,False,,,,True,True,False,,,,,,,True,,165223,3.1
2860,True,,False,False,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'none',u'no',,,,False,,,False,u'casual',,,False,True,,,,,,True,False,,,,False,False,False,False,False,2,,,True,,False,False,False,,False,,,False,False,,,,True,,,False,False,136206,4.0462287105
2861,False,False,False,True,False,False,False,False,False,,,False,,False,False,,u'average',,False,,,True,,,False,'full_bar',u'free',False,False,False,False,False,,False,u'casual',,,True,True,False,,,False,,False,False,False,,,,False,False,False,False,2,True,,True,,False,False,False,,False,,,True,True,False,,,,,True,False,False,33389,4.0962962963
2862,False,False,,True,False,False,,False,False,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'no',False,True,,False,False,,False,u'dressy',,True,,True,False,,,,,False,,False,,,,False,False,False,,3,,,False,,False,False,,,False,,,False,True,,,,,,,False,False,166212,4.1846153846
2863,False,False,False,True,False,False,False,False,False,,,False,,False,False,,u'very_loud',True,False,,u'no',True,,,False,u'full_bar',u'no',False,False,False,False,False,,False,u'casual',,True,True,True,False,,,False,True,False,False,False,,,,False,False,False,False,2,True,,False,,True,False,False,,False,,,True,True,True,,,,,True,False,False,73041,4.0626450116
2864,True,,,True,True,True,,,,,,True,,,False,,u'average',,True,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,False,,True,True,,,False,,,True,True,,,,True,,,True,False,107157,2.9409190372
2865,True,,False,False,True,False,,,,,,False,,False,False,,'average',,False,,,True,,,,'beer_and_wine',u'free',,,,False,,,False,'casual',,True,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,True,True,True,,,,True,,,False,False,122301,4.5631067961
2866,True,,False,True,False,False,,,,,,False,,False,False,,u'quiet',,False,,,True,,,,u'none','no',,,,False,,,False,u'casual',,,True,True,,,False,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,True,,,True,False,81224,4.5737704918
2867,True,,,,False,False,,,,,,,,,True,,,,,,,True,,,,,,,,,False,,,False,'casual',,,,False,,,,,,,,,,,,False,False,False,,1,,,False,,False,,,,False,,,False,False,,,,True,,,,False,169202,4.5
2868,True,,False,False,False,False,,,,,,False,,False,False,,,,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,True,False,False,,,,,,False,True,,,,,False,,False,True,2,,,False,,False,False,False,,False,,False,True,True,,,,,,,,False,78652,3.9615384615
2869,,,,False,,,,,,,,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,2,,,,,,False,,,,,,,,,,,True,,,,,176751,3.8888888889
2870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40153,2.75
2871,True,,,False,True,True,,,,,,False,,,False,,u'very_loud',,False,,,True,,,,u'full_bar','free',,,,False,,,False,u'casual',,,,True,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,False,,,,True,,,,False,91676,3.2
2872,,,False,False,,,,,,,,False,,False,,,,,False,,,,,,,,,,,,False,,,False,,,,False,,,,,,,False,False,,,,,False,,False,False,,,,False,,False,False,False,,False,,,True,False,,,,,,,True,False,92790,4.25
2873,True,,,False,False,True,,,,,False,False,,,True,,,,False,,,,,,,u'none',u'no',,,,,,,,'casual',,False,,False,,,False,,,True,,,,,,,,,,,,,,,,False,,,,,True,True,False,,,,True,,,True,,34818,2.9
2874,True,,True,False,True,False,,,,,,False,,False,False,,'quiet',,False,,,True,,,,'beer_and_wine','no',,,,False,,,False,'casual',,True,True,True,,,,,,False,True,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,False,False,,,,True,,,,False,106940,4.1489361702
2875,True,,False,False,True,True,,,,,,False,,False,False,,'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,False,,,,True,,,True,False,91449,3.5118110236
2876,True,,False,False,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,True,False,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,True,,,True,False,118613,3.86
2877,True,,,False,True,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'none',u'no',,,,False,,,False,u'casual',,,,,,,,,,True,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,True,,,,True,,,,False,108686,3.0
2878,True,,False,True,False,False,,,,,,False,,False,True,,u'quiet',,False,,,True,,,,'beer_and_wine',,,,,False,,,False,u'casual',,True,False,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,True,False,10734,4.0217391304
2879,False,False,False,False,True,True,,,False,False,False,False,,False,True,,u'average',True,False,,u'outdoor',True,,,,u'full_bar',u'free',False,False,,False,False,,False,'casual',,True,True,False,False,,False,,,True,False,False,,,,True,False,False,False,2,,,False,,False,False,False,,False,'yes_free',True,True,True,,,,True,,,True,False,4925,4.0462962963
2880,True,,False,False,True,False,,,,,,False,,False,True,,u'average',,False,,,True,,,,u'full_bar','free',,,,True,,,False,u'casual',,,True,True,,,,,,False,False,,,,,False,False,False,True,2,,,False,,False,False,False,,False,,True,True,True,,,,True,,,True,False,137234,3.4504504505
2881,True,,False,False,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'beer_and_wine','free',,,,False,,,False,'casual',,True,False,,,,,,,True,False,,,,,False,,False,False,2,,,False,,False,False,False,,False,,,True,True,,,,,,,,False,192462,3.24
2882,,,,,,,,,,,,,,,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,163691,2.0
2883,,,,False,,,,,,,False,False,,,False,,,,False,,,,,,,,,,,,,,,,,,,,True,,,,,,False,,,,,,,,,,2,,,,,,False,,,,,True,True,,,,,,,,True,,120613,4.5
2884,True,False,False,False,True,True,False,False,False,,,False,,True,False,,u'average',False,False,,,True,,,False,u'full_bar',u'no',False,False,False,False,False,,False,u'casual',,,False,False,False,,,False,False,True,False,False,,,,False,False,False,False,2,True,,True,,False,False,False,,False,,,True,True,True,,,,,False,True,False,134378,3.1610169492
2885,True,,,False,,True,,,,,,False,,,False,,,,False,,,True,,,,,,,,,,,,,u'casual',,,,,,,,,,False,,,,,,,,,,2,,,,,,False,,,,,,True,False,,,,True,,,,,98344,3.9166666667000003
2886,True,,,,,,,,,,,,,,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,True,True,,,,,,,,,65877,3.8461538462
2887,True,,False,True,True,False,,,,,True,False,,False,True,,u'quiet',,False,,,True,,,,u'none',u'free',,,,False,,,False,'casual',,True,True,True,,,False,,,False,False,,,,,False,False,False,False,2,,,False,,False,False,False,,False,,True,True,True,,,,True,,,True,False,77022,4.0434782609
2888,False,,,True,False,True,,,,,,True,,,False,,u'very_loud',,False,,,False,,,,u'full_bar',u'free',,,,False,,,True,'casual',,,,False,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,True,,,,,,,True,False,173907,2.6
2889,True,,False,False,True,True,,,,,,False,,True,False,,u'loud',,False,,,True,,,,,u'free',,,,False,,,False,u'casual',,,False,False,,,,,,True,True,,,,,False,False,False,False,2,,,True,,False,False,False,,False,,,True,False,,,,,,,,False,35842,2.6470588235
2890,True,,False,False,False,False,,,,,,False,,False,True,,'very_loud',,False,,,True,,,,,'no',,,,False,,,False,'casual',,False,False,False,,True,,,,False,False,,,,,False,False,False,False,1,,,False,,False,False,False,,False,,,True,False,,,,True,,,True,False,114061,2.5833333333
2891,True,,False,False,True,False,,,,,,False,,False,True,,u'quiet',,False,,,True,,,,u'none',u'free',,,,False,,,False,'casual',,False,False,True,,,,,,False,False,,,,,False,False,False,True,2,,,False,,False,False,False,,False,,,True,False,,,,,,,True,False,8678,4.5384615385
2892,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,u'casual',,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,True,False,,,,,,,,,136704,1.6
2893,False,,,True,False,False,,,,,,False,,,False,,u'average',,False,,,False,,,,u'full_bar',u'no',,,,True,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,3,,,False,,False,False,,,False,,,False,True,,,,,,,True,False,142098,4.0606060606
2894,True,,,False,False,False,,,,,,False,,,True,,u'quiet',,False,,,True,,,,'beer_and_wine','no',,,,False,,,False,u'casual',,,,,,,,,,True,,,,,,False,False,False,,1,,,True,,False,False,,,False,,,True,False,,,,True,,,True,False,98477,3.2608695652
2895,False,,,True,True,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,False,False,,2,,,False,,True,False,,,False,,,True,True,,,,True,,,True,False,117221,3.75
2896,,,,False,True,False,,,,,,False,,,False,,,,False,,,,,,,u'none',u'free',,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,False,,,,,True,True,True,,,,,,,True,,80353,4.3333333333
2897,True,,,False,,False,,,,,,False,,,False,,,,False,,,True,,,,u'full_bar',u'free',,,,,,,,u'casual',,,,,,,,,,True,,,,,,,,,,2,,,,,,False,,,,,,,True,,,,True,,,,,41137,2.7083333333
2898,True,,,,,False,,,,,,,,,,,u'quiet',,,,,,,,,,,,,,False,,,False,u'casual',,,,,,,,,,,,,,,,False,False,False,,1,,,False,,False,,,,False,,,True,False,,,,True,,,True,False,14282,4.4
2899,True,,,False,,False,,,,,,False,,,False,,,,False,,,True,,,,u'none',,,,,,,,,u'casual',,,,,,,,,,True,,,,,,,,,,1,,,,,,False,,,,,,True,False,,,,True,,,,,38595,3.7777777778
2900,True,,,False,True,False,,,,,,False,,,True,,u'average',,False,,,True,,,,u'beer_and_wine',u'no',,,,False,,,False,u'casual',,True,,True,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,,,,True,False,107519,3.2142857143
2901,False,,False,True,False,False,,,,,,False,,False,True,,u'loud',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,True,True,,,,,,False,False,,,,,False,False,False,False,2,,,True,,False,False,True,,False,,,True,True,,,,True,,,False,False,173023,3.0404040404
2902,True,,False,False,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,,u'no',,,,False,,,False,u'casual',,True,False,False,,,,,,False,False,,,,,False,,False,True,2,,,False,,False,False,False,,False,,,True,True,,,,,,,True,False,133773,4.75
2903,False,,,False,True,True,,,,,,False,,,False,,u'very_loud',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,False,True,,,,,,,,False,171096,3.1111111111
2904,True,,,,,,,,,,,,,,False,,u'quiet',,,,,,,,,,u'no',,,,False,,,False,u'casual',,,,,,,,,,,,,,,,False,False,False,,,,,False,,False,,,,False,,,True,True,,,,,,,,False,160650,4.6
2905,False,,False,False,False,True,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,'casual',,,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,True,,,True,False,26331,3.6666666667000003
2906,True,,False,True,True,False,,,,,,False,,False,True,,u'average',,False,,,True,,,,'full_bar',u'no',,,,False,,,False,u'casual',,True,True,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,False,,,,,,,,False,87886,3.7272727273
2907,False,,False,False,True,True,,,,,,False,,False,False,,u'average',,True,,,True,,,,u'full_bar',u'no',,,,False,,,False,'casual',,True,True,False,,,,,,False,False,,,,,False,False,False,False,2,,,False,,False,False,False,,True,,,True,True,,,,True,,,,False,179080,2.6341463415
2908,False,,,False,,True,,,,,,False,,,,,,,False,,,True,,,,u'beer_and_wine',,,,,,,,,u'casual',,,,,,,,,,False,,,,,,,,,,3,,,,,,False,,,,,,True,,,,,,,,,,142789,3.0
2909,False,,,True,False,True,,,,,,True,,,,,u'average',,False,,,True,,,,u'full_bar',,,,,False,,,False,,,,,False,,,,,,False,,,,,,False,False,False,,3,,,False,,True,False,,,False,,,,,,,,,,,,False,480,2.8469387755
2910,False,,,True,True,True,,,,,,False,,,False,,u'average',,False,,,True,,,,u'none','free',,,,False,,,True,u'casual',,,,True,,,False,,,True,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,True,,,,True,,,True,False,22277,3.0947368421
2911,True,,False,False,False,False,,,,,,False,,False,True,,'quiet',,False,,,True,,,,'none','no',,,,False,,,False,'casual',,False,False,True,,,,,,False,False,,,,,False,False,False,False,1,,,False,,False,False,False,,False,,,True,False,,,,,,,,False,37113,3.5882352941
2912,True,,False,,False,False,,,,,,,,False,False,,,,,,,True,,,,,u'no',,,,False,,,False,'casual',,False,False,False,,,,,,,False,,,,,False,False,False,False,1,,,False,,False,,False,,False,,,False,False,,,,True,,,,False,183640,3.0
2913,True,False,False,True,False,True,,False,False,,,False,,False,True,,u'average',False,False,,u'outdoor',True,,,,u'full_bar',u'free',False,True,,False,False,,False,u'casual',,True,True,True,False,,,,False,False,True,False,,,,False,,False,True,2,,,True,,False,False,False,,False,,False,True,True,,,,,,,True,False,162745,4.1166666667
2914,True,,,False,,False,,,,,,False,,,False,,,,False,,,False,,,,u'none',,,,,,,,,u'casual',,,,,,,,,,False,,,,,,,,,,1,,,,,,False,,,,,,True,False,,,,,,,,,65652,2.5
2915,True,,,False,,,,,,,,False,,,,,,True,False,,,True,,,,,,,,,False,,,False,,,,,,,,,,,False,,,,,,False,,False,,,,,False,,False,False,,,False,,,False,,,,,,,,,False,121713,3.0
2916,True,,,,False,False,,,,,True,,,,False,,,,,,,True,,,,u'none',u'no',,,,False,,,False,'casual',,False,,True,,,False,,,,,,,,,False,False,False,,2,,,False,,False,,,,False,,True,True,True,,,,True,,,True,False,146667,4.6470588235
2917,True,,False,False,True,False,,,,,,False,,False,False,,'average',,False,,,True,,,,'beer_and_wine',u'no',,,,False,,,False,'casual',,True,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,True,,,False,False,145625,3.7357723577
2918,False,,,True,False,True,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,True,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,3,,,False,,False,False,,,False,,,False,True,,,,,,,False,False,90663,3.75
2919,True,,,False,False,False,,,,,,False,,,False,,'average',,False,,,True,,,,u'full_bar',,,,,False,,,False,u'casual',,,,False,,,,,,False,,,,,,False,False,False,,3,,,False,,False,False,,,False,,,True,True,,,,,,,,False,130869,2.6
2920,True,,,False,True,False,,,,,,False,,,False,,u'average',,False,,,True,,,,'beer_and_wine',,,,,False,,,False,'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,True,,,,,,,False,False,74348,3.125
2921,False,False,,False,False,False,,,False,,,False,,,False,,u'very_loud',,False,,,True,,,,u'full_bar',,True,False,,False,False,,False,u'casual',,,,,False,,,,,False,,True,,,,False,False,False,,3,,,False,,False,False,,,False,,,False,,,,,,,,,False,88944,3.4117647059
2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,32596,3.6
2923,True,,False,True,True,True,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar','free',,,,False,,,False,u'casual',,,True,True,,,,,,False,False,,,,,False,False,True,True,2,,,False,,False,False,False,,False,,,True,True,,,,True,,,,False,84336,3.1721854305
2924,True,,False,False,False,True,,,,,,False,,False,False,,,,False,,,True,,,,u'full_bar',,,,,False,,,False,u'casual',,,True,True,,,,,,False,False,,,,,False,False,False,False,3,,,False,,False,False,False,,False,,,True,True,,,,,,,False,False,13637,3.8666666667
2925,False,,False,True,True,True,False,True,,,False,False,,False,False,,u'loud',True,False,,u'yes',True,,,False,u'full_bar',u'free',False,,False,False,,,False,u'casual',,False,False,True,,,False,False,False,True,False,,,,,False,True,False,False,1,True,,False,,False,False,False,,False,,True,True,False,True,,,True,,True,False,False,15696,3.1538461538
2926,False,,False,False,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,True,False,,,,,,False,False,,,,,False,False,False,False,2,,,False,,False,False,False,,False,,,True,True,,,,True,,,,False,61487,3.9523809524
2927,True,,False,True,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'beer_and_wine',u'no',,,,False,,,False,u'casual',,True,True,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,False,False,149492,3.4404761905
2928,True,,False,False,True,False,,,,,,False,,False,True,,u'quiet',,False,,,True,,,,'full_bar',u'no',,,,False,,,False,'casual',,True,True,False,,,,,,False,False,,,,,False,False,False,True,2,,,False,,False,False,False,,False,,,True,True,,,,True,,,False,False,171866,4.0733944954
2929,True,,False,False,False,True,,,,,,False,,False,False,,u'quiet',,False,,,True,,,,u'none','no',,,,False,,,False,u'casual',,False,False,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,False,,,,True,,,,False,74011,2.875
2930,True,,False,False,False,False,,,,,,False,,True,False,,u'average',,False,,,True,,,,u'none','free',,,,False,,,False,u'casual',,,True,False,,,,,,True,False,,,,,False,False,False,True,1,,,True,,False,False,True,,False,,,True,False,,,,True,,,True,False,83154,4.0
2931,False,,,False,True,False,,,,,,False,,,False,,u'quiet',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'dressy',,,,True,,,,,,True,,,,,,True,,False,,3,,,False,,False,False,,,False,,,True,True,,,,,,,False,True,55097,3.5
2932,True,,False,False,True,False,,,,,False,False,,False,True,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,True,False,True,,,,,,True,False,,,,,False,,False,True,2,,,False,,False,False,False,,False,,,True,True,,,,,,,True,True,3946,3.7777777778
2933,True,False,False,True,True,False,False,,False,,,False,,False,False,,u'average',,False,,,True,,,False,u'beer_and_wine',u'free',False,False,False,False,False,,False,u'casual',,,True,True,False,,,False,,True,False,True,,,,False,False,False,False,2,True,,True,,False,False,False,,False,,,True,True,True,,,True,,True,False,False,114215,3.8064516129
2934,True,,,False,False,False,,,,,,False,,,False,,u'quiet',,False,,,False,,,,u'beer_and_wine',u'no',,,,False,,,False,u'casual',,,,False,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,False,True,,,,,,,,False,49277,4.8
2935,True,,False,True,False,False,,,,,,False,,False,False,,'average',,False,,,False,,,,u'none',u'no',,,,False,,,False,u'casual',,,True,True,,,,,,False,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,,True,False,,,,,,,True,False,130571,3.358974359
2936,True,,False,False,False,True,,,,,,False,,False,False,,'average',,False,,,True,,,,'none','free',,,,False,,,False,'casual',,False,True,True,,,,,,False,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,,True,False,,,,True,,,True,False,79461,3.5
2937,True,,,False,False,False,,,,,,False,,,,,u'quiet',,False,,,True,,,,u'beer_and_wine',,,,,,,,,u'casual',,,,,,,,,,False,,,,,,,,,,2,,,,,,False,,,,,,True,False,,,,,,,True,,76944,3.8
2938,True,False,False,,True,True,,,False,,,,,False,False,,u'loud',True,,,u'outdoor',True,,,,u'full_bar',u'free',True,True,,False,False,,False,'casual',,,False,True,False,False,,,,,False,False,,,,False,False,False,False,2,,,True,,False,,False,,False,,,True,True,,,,,,,True,False,149391,3.6153846154
2939,True,,True,False,False,False,,,,,False,False,,False,False,,u'average',,False,,,True,,,,u'none',u'free',,,,False,,,False,'casual',,False,False,False,,,False,,,False,False,,,,,False,False,False,False,2,,,False,,False,False,False,,False,,False,False,False,,,,False,,,False,False,100720,4.125
2940,False,,,False,False,False,,,,,,False,,,True,,u'quiet',,False,,,True,,,,u'full_bar',,,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,3,,,False,,False,False,,,False,,,True,True,,,,,,,True,False,54917,3.7692307692
2941,,,,False,,,,,,,,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,2,,,,,,False,,,,,,,,,,,,,,,,189339,3.3333333333
2942,True,,False,True,True,True,,,,,,False,,False,False,,u'quiet',,False,,,True,,,,u'beer_and_wine',u'paid',,,,False,,,False,u'casual',,,True,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,False,False,52527,2.8852459016000003
2943,True,,False,True,False,True,,,,,False,True,,False,False,,u'quiet',,True,,,True,,,,u'full_bar',u'free',,,,False,,,False,'casual',,True,False,True,,,,,,False,False,,,,,False,False,False,False,2,,,False,,True,False,False,,False,,,False,True,,,,,,,False,False,176733,3.875
